id,host_id
23731595,59460146
23759196,132864176
23780677,178419661
23791737,178532898
23842535,179042074
23855155,79479469
23857828,62640960
23862201,124644014
23873985,8428529
23881282,122935543
23897784,106887181
23904984,179660160
23915943,179762817
23919462,9429466
23923052,179827733
23925940,40184950
23936205,63078920
23959717,177085783
23959952,177085783
23959984,48069407
23962049,180187730
23972524,26180779
23978671,26180779
23978800,26180779
23995986,13563788
23997894,77073200
23998270,22585815
23999654,40506199
24017245,3030537
24034008,179956839
24104817,54313635
24146551,63647441
24156847,1485672
24160728,182077229
24161482,13071021
24206768,20449943
24219528,49241052
24227047,42023851
24247148,4171868
24250678,182851117
24264845,104377990
24284670,31855977
24287607,66624786
24349574,37883365
24371327,86376750
24376463,3448315
24376933,183972502
24389155,9973032
24402356,98694394
24413216,177578477
24429083,98694394
24447321,184635670
24451819,104509918
24466018,86376750
24473622,39747152
24487223,128136372
24487468,9070652
24493324,185020877
24525516,97432247
24534127,45325566
24574606,41163235
24590286,182305052
24593697,35952857
24618350,92781477
24623980,5656
24632346,182305052
24646004,7003517
24651395,40506199
24656817,5259313
24668757,46630199
24679376,14130730
24698468,180699677
24700253,6524762
24728111,5656
24731528,35508656
24737866,187023239
24753315,3672670
24754002,186697530
24755870,78194147
24769658,14831290
24771122,11980555
24771697,11980555
24773385,187304607
24775374,63550371
24797782,31488625
24810161,94251412
24833451,3672670
24864186,3672670
24936527,22194235
24941379,2430045
24942094,19979392
24942480,19979392
24942889,19979392
24943100,19979392
24943424,19979392
24943554,19979392
24945114,127871545
24970653,154321428
24970939,124782850
25005223,97552803
25032515,1676300
25037403,124782850
25054523,130259254
25070949,27786683
25071659,189535978
25074638,125854993
25101761,7989061
25126483,158352584
25135916,40506199
25137893,28825130
25162568,190135215
25165298,53760805
25165694,34308542
25212021,124782850
25231412,108631003
25239060,105502689
25280093,16259214
25292714,91869463
25314826,25361806
25326610,122469617
25348151,98694394
25378845,191611525
25380396,90117890
25418257,97432247
25418737,12571117
25460607,192178574
25474562,105748910
25475308,146624030
25476758,146624030
25487660,153142984
25491424,2881676
25501812,17934570
25502416,8591234
25505828,192477761
25517107,36216383
25571727,192876941
25580143,92781477
25605861,86401186
25625700,140334352
25628990,45509940
25629848,5850
25684079,193324644
25742193,87977393
25742586,75222030
25780267,1998736
25798423,9263895
25804997,224561145
25806203,76814727
25812743,190279752
25882830,22991901
25892279,182058146
25896860,194610108
25910521,45509940
25913368,37494995
25917627,84783119
25937857,73760975
25950556,4471145
25977017,8479126
26004413,7653159
26013461,146056777
26067478,146977441
26078296,12112782
26101337,196188048
26102160,196190735
26108745,176304871
26117108,9147142
26124265,63140065
26130196,91710874
26133778,20668969
26138340,43770579
26192482,75458574
26193712,196861448
26231144,966613
26253393,6483445
26296408,123619122
26337047,85931792
26356627,198204129
26363339,2385547
26397823,6165522
26421326,10338124
26427409,6688891
26445685,122382567
26452635,99955771
26467861,5717655
26473487,182058146
26477012,140334352
26561401,199728235
26566778,38529
26571232,155381167
26573028,24953267
26579917,99955771
26596893,98821114
26605048,167034668
26666485,200458919
26668219,10852262
26669063,122469617
26669187,61446090
26686977,105711806
26700381,200752650
26708700,10750206
26786454,30315692
26812495,160559267
26819224,4227373
26895761,54872941
26940356,76443009
26955762,146624030
26956067,20323095
26956333,146624030
26995160,3991758
26998386,58390546
27059660,1904712
27137715,80788728
27148863,18681391
27190473,204740295
27190553,189535978
27199803,77944917
27205325,8116415
27220012,106767299
27226405,5627782
27261590,122382567
27263226,22126984
27309215,105748910
27372418,81667030
27400526,6250693
27416204,206022082
27466057,67977573
27491163,12839533
27518177,159982035
27543541,207788538
27546981,12677243
27548833,1005751
27566914,44535307
27570172,162230628
27573552,102009851
27577456,200902664
27579183,105502689
27629790,5657656
27631877,22289377
27697568,93563557
27705648,21077344
27723741,209303182
27727699,193454533
27752955,39273202
27771577,5487930
27775041,5448602
27782885,4670333
27812605,487806
27812793,487806
27879405,9263895
27929757,1699911
27930601,210983099
27932589,50236847
27937041,12928262
27962382,7772015
27989967,210983099
27991634,75651715
28011711,59253297
28028316,211704363
28030381,59253297
28057069,59253297
28096204,112002129
28109182,14905129
28125608,208037775
28134094,75923511
28137320,37085756
28154722,94568899
28160365,2363381
28160590,57804979
28176850,22801245
28180978,207573176
28219027,25134806
28219170,54268690
28227027,43721722
28242044,315148
28253557,213398164
28257191,143780236
28273187,92543922
28282457,69203193
28303977,9286163
28316665,200421571
28346249,155935757
28388103,214318656
28434873,200421571
28435119,17633
28440877,51310289
28480971,169664944
28484136,58494674
28493426,113851583
28500848,102274654
28522288,38658582
28544907,159982035
28563385,16913670
28564940,7739180
28581396,215712028
28584255,215712028
28584343,215712028
28606289,147252541
28611202,9263895
28646312,104464656
28668627,48005494
28679737,107434423
28692012,159644445
28699771,24087552
28717282,132723724
28737073,24877827
28737965,68075987
28738052,12928262
28757369,17734287
28764474,18061758
28778293,216259133
28786757,30984226
28790411,163362419
28806419,18507499
28836027,48005494
28838584,153142984
28843652,217501892
28863314,46630199
28869341,19628998
28895568,2761762
28897052,217836431
28928881,50382469
28960863,46630199
28989507,218496501
29002608,1694546
29011049,9680354
29014671,54857968
29082809,75811540
29122757,1642853
29128073,13337463
29151289,219448248
29162686,20323095
29181009,219886117
29189874,36301205
29206059,12996810
29216006,217836431
29236747,36954423
29240788,220297433
29280642,38387831
29285817,38387831
29307373,418693
29339623,38387831
29364369,102274654
29394566,208577817
29458183,206022082
29487241,86401186
29487264,3806067
29517587,36052329
29518918,56353848
29575909,55426505
29594500,222768138
29613424,167608509
29629930,46630199
29673231,221366791
29701036,4365896
29730963,43770579
29739564,4807337
29756696,79071533
29771907,223994616
29774896,29162373
29775784,201365580
29802594,3952319
29804690,8833997
29820108,159839010
29847419,119547027
29853236,69203193
29856280,425737
29875079,956658
29895484,9286163
29896156,107434423
29923648,1157189
29942074,46630199
29964176,9286163
29966209,4492
29991611,1229823
30016962,5487930
30037580,13197591
30037994,46538062
30081560,57804979
30090744,25140736
30101500,225095373
30108431,21797257
30115570,128066863
30128318,2453278
30130563,36274356
30174023,53673518
30178288,17633
30179598,17633
30185255,17633
30246992,31647289
30251286,487806
30253483,12287205
30289153,224561145
30290466,224561145
30291498,224561145
30324130,97534451
30325364,216497948
30343678,7891454
30377034,73190345
30378859,25314348
30394567,21570891
30395396,107434423
30510623,146624030
30512163,77230802
30557727,146624030
30593929,153680299
30711356,4642600
30739175,20285809
30739818,487806
30740961,487806
30743279,2903046
30765894,80330538
30775571,46582948
30798257,230413534
30812242,7181747
30824111,230569854
30909388,4609346
30914797,231033903
30939691,230409838
30952933,36982214
30958606,4474955
30962669,118192806
30972082,49670365
30981199,3448315
30989473,966723
30989749,13404528
31016026,46630199
31016474,17741442
31066028,33664909
31083342,181828788
31088980,27789799
31099388,52322609
31125533,46151252
31139508,30907442
31161347,51197475
31167292,8831233
31189367,46630199
31191457,233203296
31202974,134792083
31222441,57737727
31222679,27241272
31236410,19574474
31239154,4481188
31241819,233733884
31249608,23455172
31281765,16325168
31290549,210983099
31306721,219339056
31332079,195016684
31338157,90117890
31384462,32927652
31388922,31990253
31389662,94118095
31390865,1158402
31421230,64813126
31444864,30617329
31472311,15517555
31517023,108050042
31562778,236576107
31570396,6880365
31592816,1158402
31599341,128923810
31621711,237064753
31624271,5467394
31643469,237237007
31708124,6555931
31741258,238072632
31758275,2530459
31806927,26877862
31809354,238394816
31824034,210983099
31824956,238503631
31863489,42865328
31899730,3448315
31926078,8543340
31929526,95350797
31953126,239572278
31986507,239817994
31987896,6970679
32013688,113905858
32021833,61076428
32041730,18493253
32049221,56624653
32065918,18493253
32069236,3532124
32071127,3532124
32082239,57115
32082459,4276451
32083321,2222558
32101601,3532124
32104084,237463
32105757,62543911
32151631,62543911
32167524,20285809
32168514,73385154
32182085,216259133
32182670,216259133
32202044,107434423
32202128,107434423
32269087,242138504
32270141,242152232
32284361,247086
32298306,62543911
32308418,5487930
32339473,12003362
32341970,2430045
32358982,487806
32361612,242984873
32373883,107434423
32387655,243204916
32420306,16217471
32421507,108080929
32423694,46582948
32447133,29407969
32451420,5297856
32464624,7703359
32476053,100115861
32492651,75240920
32501240,241508765
32515738,122447633
32521904,244371151
32524882,16644446
32550823,16644446
32596929,115261342
32613185,3532124
32616215,27323824
32640238,123268799
32648943,123268799
32654680,70571367
32691966,10765068
32726582,99955771
32749515,246291297
32753218,41656215
32763621,246407839
32766486,2379779
32787044,195467577
32801568,107434423
32807714,119476075
32812876,1922341
32815444,246859433
32846587,44949993
32864907,107434423
32870364,243171543
32872580,232895115
32899986,27323824
32919163,12053573
32941255,184467515
32960721,32695176
33008668,58390546
33062209,107434423
33065338,21532233
33070034,87977393
33076387,40490589
33077259,248944072
33083210,17741442
33096397,225095373
33160476,219493221
33161628,46630199
33167831,84968850
33181624,107434423
33188218,219493221
33189272,219493221
33189368,219493221
33198326,14567900
33249301,219493221
33249537,19829396
33260758,13632628
33275075,105811458
33276776,39930655
33277098,39930655
33277348,39930655
33360028,69203193
33376779,69203193
33396632,62543911
33427863,251823932
33432778,251867718
33453886,89325275
33455792,69203193
33469877,39930655
33492794,48005494
33497636,135195550
33498604,135195550
33498856,135195550
33517319,30732781
33522560,11358775
33526446,64224836
33552693,10931840
33584842,23375179
33587463,22022994
33611930,3672670
33633890,107434423
33633909,107434423
33633923,2612551
33718308,39930655
33718594,129443521
33721595,5467394
33766197,6195074
33768875,36486329
33772102,39930655
33802424,118244024
33830823,21570891
33854482,201899438
33856921,225095373
33881424,3474736
33882534,255873015
33907708,44630686
33911319,232895115
33972170,255486813
33996319,74628705
33997170,39930655
34019174,3609290
34023379,16644446
34054492,315148
34124396,110722382
34127376,241508765
34137898,4584982
34144445,777337
34156122,315148
34162474,107434423
34172494,46698505
34175841,315148
34176155,315148
34183228,16644446
34201153,48005494
34243546,258534420
34276846,95344867
34303124,78577135
34311072,258648184
34371286,315148
34421531,6970679
34421731,141298284
34422566,3474736
34449825,167034668
34466500,21251177
34473469,6095670
34510493,16676147
34513377,218678320
34568695,35990837
34590510,10750206
34594785,261002058
34603310,117707156
34621475,315148
34624526,48005494
34644786,46630199
34656176,9409616
34665045,42942998
34737822,7757638
34748179,46630199
34757739,262130852
34776723,198556725
34859597,141298284
34868238,6355960
34884102,262957231
34895725,216259133
34910014,233733884
34912899,84839495
34913078,198556725
35001665,216259133
35068620,5487930
35079953,1436388
35095359,44706521
35153764,5448602
35161686,11804734
35201832,68815525
35202572,69203193
35224647,48005494
35224697,48005494
35225006,48005494
35225056,48005494
35225262,110083911
35226500,7259693
35230824,5509070
35247796,70689374
35251578,265391427
35265350,69203193
35281469,45457556
35309080,147044280
35309607,231660881
35316303,56247828
35336448,266037254
35398470,266460170
35410098,59592308
35414659,5706129
35419723,31987180
35442259,266698065
35449375,129165980
35454316,19355132
35480065,164658070
35495076,5742992
35517815,56599514
35564305,40644141
35571953,19221166
35578939,266565827
35579189,97534451
35640915,268123553
35649783,58603528
35672144,268345955
35679103,86376750
35717206,50694326
35741692,109541227
35764525,22801245
35841334,8591234
35843844,280636
35878322,269834634
35900656,107434423
35911851,104694577
35915972,315148
35944422,3517743
35991621,109185967
35999916,270834654
36018580,107434423
36027092,268577141
36027382,268577141
36027557,268577141
36027693,268577141
36028001,268577141
36028494,268577141
36028730,268577141
36029068,268577141
36030026,6642905
36037856,271120083
36038579,96456433
36067662,86073125
36099602,48005494
36117208,26389480
36117343,26389480
36117442,26389480
36131321,91153294
36136479,257801323
36176762,46630199
36204632,1265752
36229440,269834634
36257002,269834634
36257592,269834634
36258139,269834634
36258228,107434423
36258281,107434423
36258704,269834634
36259395,269834634
36260091,269834634
36282039,272882211
36331667,107434423
36341382,63922350
36344348,148679475
36348357,22801245
36351097,22801245
36352140,22801245
36356881,57938914
36426562,265391427
36440922,14003321
36450591,16398871
36451226,126975069
36488009,274355228
36512982,46630199
36519416,71406059
36544572,6250693
36555455,3291650
36557175,186610137
36558507,186610137
36560997,155624532
36596036,69203193
36608550,39930655
36664645,227313404
36694782,8591234
36705115,29412108
36720015,209748244
36772403,276412829
36801219,29980292
36870710,107434423
36909059,60251899
36930675,487806
36940209,46630199
36945683,17619200
36972948,33667703
37002662,4484345
37018045,315148
37018830,75240920
37042335,256078779
37050513,2960725
37060825,5706129
37062219,5706129
37091216,5243080
37106646,134672049
37179241,279775863
37179549,279777862
37181831,273858247
37185264,43944969
37203714,212325785
37212596,74232959
37243016,28613623
37253675,280466002
37255475,104560694
37288321,201409224
37289643,280731063
37295012,230569854
37298554,315148
37299481,53222831
37303418,220632646
37310619,107434423
37311115,107434423
37333237,24936720
37336048,25854085
37398889,280636
37421005,109188175
37431165,141298284
37449471,156375393
37455236,1158402
37456647,65643442
37458898,293222
37493632,78194147
37553007,13404528
37553431,138459
37553551,138459
37553636,138459
37553719,138459
37553802,138459
37553887,138459
37553952,138459
37554297,138459
37556887,9373841
37593447,138459
37593687,4476230
37602271,17633
37621055,26257566
37721712,8500709
37743958,19347820
37800391,8591234
37804001,286089018
37821696,26971935
37833461,10386607
37834451,28825130
37838983,487806
37850686,286638108
37881373,46630199
37889765,6509683
37907671,18896296
37916753,106426179
37919332,281813382
37945689,69203193
37986544,37046633
38021592,1311994
38051117,5245831
38092385,289121125
38104114,289259344
38104981,289259344
38131771,289671545
38133336,289695321
38133972,5798600
38156682,30283594
38160741,39930655
38161147,51282404
38174486,107434423
38184618,289841917
38189405,104560694
38193277,11793019
38206337,107434423
38216280,39930655
38216432,39930655
38252004,263634691
38266236,13351297
38287461,87487480
38321510,119046186
38351461,14863336
38356056,44706521
38385816,289259344
38409028,15103467
38478357,293372071
38509835,19355132
38568136,294272884
38574393,1922341
38581209,199072
38646781,3367231
38671339,46630199
38687842,98438550
38690544,282820070
38698346,22731277
38711311,92306056
38720480,154873968
38730383,5956393
38730401,8003285
38793598,294411073
38800413,9263895
38869884,261665799
38894046,62587952
38896862,294545484
38898835,294545484
38899234,294545484
38902013,2795746
38915618,289259344
38944130,289259344
38978425,298618235
38984310,32574281
39009137,298931755
39021954,299020926
39026392,2985748
39028125,294545484
39058403,293222
39083672,182213812
39096388,141904488
39131912,288033145
39156460,204591257
39191601,300721364
39194624,17633
39197008,51282404
39199879,18894668
39200351,294545484
39252063,294545484
39252286,294545484
39265714,294545484
39266141,294545484
39278404,50688222
39300798,289955644
39321498,26180779
39322009,26180779
39354244,15336402
39356964,20627253
39362231,5871111
39362772,302341977
39364813,49506023
39388806,2492536
39421613,78194147
39437109,302908431
39445808,154712936
39448601,303017463
39458039,107434423
39467878,279208117
39485961,26180779
39486703,90117890
39502852,12179304
39551431,107434423
39570942,10513195
39582949,231470951
39604044,304261532
39623149,294545484
39623738,294545484
39642928,17633
39650278,46630199
39714576,294545484
39726649,11158634
39752076,487806
39755135,303101466
39798533,306013328
39799569,8926988
39809606,3781807
39809926,306131660
39836531,306512018
39963605,69033883
40002408,92444608
40003333,130517319
40029212,30283594
40058973,487806
40064739,33063976
40118352,65491430
40152598,309954138
40160080,119489123
40162430,310084801
40167882,38387831
40171111,289209647
40182964,310326096
40183958,78577135
40212701,134197814
40224977,166450
40234923,38387831
40235096,38387831
40280711,229550250
40303292,2880559
40305227,107434423
40311897,80691747
40330483,67598466
40340270,23222208
40341398,32935630
40342072,205497174
40347319,17194916
40347895,11309130
40373899,69203193
40394019,4975305
40424768,312608571
40427918,218244999
40431665,160559267
40464508,6355123
40466225,312608571
40466314,312608571
40466323,312608571
40471233,48005494
40471247,48005494
40475058,39144432
40489781,73455370
40491514,42771729
40500030,142993246
40501907,70072639
40535574,313872722
40544114,130589043
40558120,314197936
40561900,313872722
40567873,234050569
40595270,187838143
40608158,9009298
40612056,8755994
40612308,294545484
40613735,69033883
40620454,161649426
40632048,106426179
40656549,161649426
40677062,16215409
40706032,83278191
40712972,27980626
40717616,122503294
40721023,76601346
40736026,39930655
40746257,294545484
40748525,313872722
40750190,313872722
40779306,139859248
40783246,28313647
40786381,296107713
40796728,7279350
40815014,130434217
40826512,20863273
40842710,7785832
40897645,268618822
40900395,39930655
40900667,39930655
40915258,318753695
40917369,9462131
40918906,5282899
40945181,33873876
40950741,71508455
40950757,71508455
40950769,71508455
40950779,71508455
40950787,71508455
40950797,71508455
40950812,71508455
40950820,71508455
40961021,30283594
40988436,106426179
41024183,30283594
41028528,43617494
41045077,294545484
41049221,265391427
41049584,177481753
41049930,265391427
41050961,265391427
41062883,9286163
41078150,50377070
41123506,48322327
41132050,81742926
41151596,322298965
41152512,322298965
41152887,322298965
41157132,108174583
41170597,48322327
41195183,300627847
41204749,218244999
41217130,21761590
41235661,9647199
41241000,148679475
41258738,323951788
41288772,78019730
41289517,536455
41298255,180214777
41319051,19174246
41320138,27055889
41325296,1415268
41326764,392506
41342070,84513560
41344281,1402804
41352395,16509981
41370307,59181775
41377434,14202487
41378043,325376163
41405353,325658653
41449751,30577800
41451715,107434423
41481671,63400986
41494842,129136658
41497635,98799358
41498029,37719229
41519309,107434423
41524252,48322327
41528513,118244024
41537206,90117890
41558012,125128760
41566665,158159778
41570712,88939509
41574604,61446090
41575870,107434423
41590342,327803168
41608376,107434423
41611678,438059009
41612888,17633
41632049,294545484
41635110,294545484
41636721,107434423
41636950,107434423
41646213,35590783
41655384,103857108
41656697,48088325
41686973,103493229
41718233,64323988
41718261,64323988
41738460,23346538
41760756,62543911
41802165,91012218
41838130,26130266
41841497,5354955
41853446,15607339
41858298,44706521
41861613,4447805
41862620,108050042
41872750,107434423
41873907,158159778
41875412,107434423
41876638,107434423
41878944,158159778
41879459,216259133
41880509,331173382
41924071,107434423
41929080,46630199
41964584,211991128
41983676,4159134
41984011,48005494
41992846,316450406
41992970,316450406
41993096,316450406
41993155,316450406
42003632,34372300
42005524,67517380
42016076,8899745
42033350,107434423
42033815,107434423
42034729,107434423
42036485,107434423
42037592,8760797
42039308,330887505
42046602,9683119
42068276,83641547
42073006,333566085
42090210,77741012
42108500,294545484
42108636,107434423
42108852,107434423
42117377,302625858
42130320,60099307
42156198,334508303
42178708,19805319
42194513,107434423
42222012,30283594
42247870,335606894
42251836,324906850
42255732,324906850
42256081,324906850
42272149,25861453
42275590,335906352
42291087,89707115
42296145,138404250
42296497,84747357
42316829,336446574
42318051,39930655
42348639,336832501
42388653,154338237
42400486,25861453
42403468,107434423
42403510,107434423
42403607,107434423
42403730,107434423
42403785,107434423
42424884,107434423
42426198,107434423
42430178,337742669
42433817,32871986
42449735,85895899
42451061,222768138
42459578,51727942
42490650,46630199
42494017,124782850
42495300,217039487
42503052,16840318
42518842,338670633
42531538,187378476
42532796,107434423
42548617,65744549
42559196,188700932
42559665,338992434
42577611,339156241
42581628,107434423
42581743,107434423
42588777,95748990
42590098,38557368
42616622,107434423
42619320,969238
42620250,10158167
42633209,78194147
42645490,2506509
42646134,59034527
42650292,265853584
42683886,107434423
42694055,1507802
42706824,340185300
42765421,5717655
42768807,27837666
42776834,27323824
42808514,107434423
42811670,48005494
42811750,48005494
42811805,48005494
42811833,48005494
42811922,48005494
42855483,107434423
42855522,107434423
42855552,107434423
42867623,124782850
42870950,78313180
42879511,300968567
42882117,151460226
42904211,124782850
42915638,92530595
42929391,39930655
42937437,64796239
42938744,107434423
42938773,107434423
42938788,107434423
42939091,24022538
42941255,39930655
42947167,122382567
42957495,18393059
42964787,17285506
42966479,17285506
42971810,294545484
42986431,13165562
43006177,122382567
43029413,294545484
43032127,294545484
43032659,294545484
43032991,294545484
43041415,294545484
43041734,294545484
43044374,487806
43056998,294545484
43065641,107434423
43066633,294545484
43069039,294545484
43075083,294545484
43076010,294545484
43078743,28968825
43085345,294545484
43087345,16017173
43087443,16017173
43092782,294545484
43092888,16017173
43092901,294545484
43093064,294545484
43101891,16017173
43102023,16017173
43102083,16017173
43102108,16017173
43102131,16017173
43102161,16017173
43102208,16017173
43102241,16017173
43104720,156491119
43106394,16017173
43106408,16017173
43106414,16017173
43111277,12541419
43124008,294545484
43131526,294545484
43138048,294545484
43138179,294545484
43147846,107434423
43147856,107434423
43147860,107434423
43159768,124782850
43186270,39930655
43186585,39930655
43186713,39930655
43220779,224561145
43246407,21850862
43274661,24869901
43286567,339505596
43301572,7650266
43303387,9296587
43315960,66832336
43317189,294545484
43319846,3311328
43341696,138563056
43346847,8737310
43375153,11015446
43381410,294545484
43401597,314232346
43415299,345980734
43432062,39930655
43438545,107434423
43440154,120873899
43465858,170280723
43474809,346644486
43475702,1402804
43476241,346661704
43479699,346713306
43479886,18896296
43481170,61371355
43496551,346901804
43517424,92781477
43534310,75487604
43547467,18107537
43569290,80553903
43585808,294545484
43592120,66356573
43652954,348591875
43671169,348780983
43671314,348781531
43671315,348781150
43671843,348783997
43676822,269834634
43676824,269834634
43676905,269834634
43689658,7196325
43703449,349110258
43730156,17970511
43750294,268577141
43767520,5798600
43770692,951119
43778862,22735045
43785004,70709146
43804122,3750769
43842273,107434423
43868902,183975299
43884836,6320930
43888344,107434423
43923337,44949993
43939342,6762981
43957570,266565827
43982311,28998266
44004664,17633
44063409,266565827
44094597,294545484
44119683,40622360
44119904,40622360
44120058,40622360
44134766,1219601
44138643,15888547
44147355,107434423
44153997,354281383
44195935,356027852
44206370,3404490
44207610,39930655
44207611,39930655
44207617,39930655
44211888,4642626
44223406,294545484
44272586,67517380
44280292,176970521
44280306,176970521
44280313,176970521
44280326,176970521
44378904,227194376
44380863,64827706
44389677,4431837
44405864,110722382
44406268,67772223
44406768,12928262
44410205,5656
44410630,5656
44433757,36803807
44433902,6165522
44443615,73794838
44465992,127034950
44472965,7302648
44483573,44949993
44485729,46630199
44506423,227205021
44517251,270957643
44519337,127034950
44519347,127034950
44519348,127034950
44521112,142483193
44521751,2401817
44533310,10181718
44559749,360585434
44597062,22088881
44622740,23247942
44646998,14359760
44659351,1644999
44666220,127034950
44678950,4999841
44683319,359216561
44697615,14488963
44702772,39930655
44750418,292538124
44815390,146834938
44832737,14398760
44869358,34318392
44998055,39930655
44998059,39930655
44998087,39930655
45001556,203125886
45076831,487806
45097082,33378245
45118225,1001532
45125200,7405667
45125944,18262422
45177682,172416408
45185261,364922886
45190034,6347407
45191510,364978049
45220778,15727204
45223908,745305
45242883,365518322
45274526,124833761
45275269,10124757
45291574,56708981
45304193,366169291
45313686,78577135
45360213,366703889
45385834,16561471
45397440,292538124
45410552,3575794
45419012,111464268
45422087,28920362
45424729,44706521
45432706,21569885
45436298,19684173
45450156,188185624
45454629,58104446
45493403,225239104
45494125,39930655
45495027,309580714
45495668,4714927
45499064,309580714
45499136,309580714
45504511,315148
45511428,231133074
45516768,283851100
45524192,109702292
45526676,344075817
45531297,10523670
45547278,7650266
45548365,89232128
45549299,225646907
45588901,44080778
45597932,16309787
45599687,369329549
45623851,289259344
45648413,17757296
45654884,364504165
45657024,39930655
45665091,107434423
45669735,39930655
45670909,39930655
45671185,39930655
45671786,53580080
45672224,53580080
45672392,53580080
45672873,53580080
45673093,53580080
45675440,11908499
45676408,69251153
45685198,337020834
45685304,62296794
45698732,16644446
45698889,16644446
45699176,16644446
45713721,265526653
45719672,187954463
45721067,6105873
45726862,39930655
45740772,21259422
45752364,2063724
45753882,83409288
45756100,370943658
45770135,201899438
45774425,17945482
45789238,10530921
45796599,3311328
45813525,60528043
45816025,371433251
45857500,12166019
45860529,5379812
45864101,361618375
45877546,39930655
45885266,371996493
45893207,371873412
45898477,249000483
45916182,4398452
45938605,323097738
45942819,18607577
45950568,107434423
45956802,1459127
45959030,99501395
45959718,143212276
45973079,337758783
45977033,202132693
46004444,268577141
46012108,10367964
46044562,310074919
46048000,122931819
46048362,257539140
46048577,100507452
46049581,257539140
46049801,257539140
46049905,257539140
46054151,26392545
46062970,373345952
46082907,107434423
46083668,107434423
46106600,69203193
46120474,69203193
46130062,107434423
46131935,56696655
46146369,1569728
46160181,21701933
46163269,185152492
46178690,374098287
46193587,39930655
46194766,21446876
46231785,17115030
46276795,219493221
46277339,219493221
46288510,43723905
46289608,12166019
46293888,125855620
46295929,361618375
46298082,55009
46333228,266037254
46337834,315044656
46338150,8591234
46340651,11622522
46356120,44706521
46358889,219493221
46372004,38197351
46372191,159644445
46372366,152998344
46376464,39930655
46377589,755980
46377775,19584745
46396305,305689325
46407965,292538124
46412980,7650266
46413361,7650266
46413666,7650266
46413810,7650266
46413864,7650266
46413934,7650266
46414231,7650266
46414609,7650266
46414810,7650266
46418162,10532814
46419097,39930655
46419132,39930655
46419136,39930655
46419149,39930655
46419150,39930655
46419342,39930655
46419375,39930655
46419380,39930655
46428174,9680354
46428177,9680354
46433753,22758479
46435428,22490527
46447349,20281003
46449646,7650266
46451071,39930655
46451073,39930655
46451085,39930655
46451090,39930655
46451098,39930655
46451238,11162265
46451700,10235756
46453167,4870160
46453457,22490527
46469835,7650266
46471032,7650266
46472708,39930655
46472709,39930655
46472727,39930655
46472744,39930655
46472746,39930655
46475512,39930655
46475520,39930655
46475531,39930655
46475540,39930655
46475541,39930655
46475542,39930655
46475544,39930655
46475559,39930655
46488047,7650266
46488085,1380039
46488187,7650266
46492733,23789531
46495546,94980211
46506728,7650266
46507680,45371351
46513626,58265430
46519782,107434423
46529527,487806
46530992,64478789
46531231,256002976
46545564,374927098
46546172,1922341
46551522,22490527
46563282,7100311
46576144,2470545
46578981,231133074
46602569,27789799
46604590,251085501
46611951,21566476
46612630,19223788
46615344,163825346
46618297,185020877
46626850,69203193
46628220,62170628
46635579,177743379
46646458,4641615
46665279,1568403
46676296,38658582
46678410,63742377
46694180,39930655
46696105,39930655
46696132,39930655
46707784,117707156
46713309,11649040
46714908,32231912
46731252,102415327
46738044,377727739
46751246,83107565
46757450,377872008
46760481,37052041
46771105,62587952
46775688,378002958
46776319,41281386
46778196,378025803
46813754,12197133
46819326,60649946
46820637,237513660
46835011,46630199
46835677,143747351
46835835,2216426
46861924,133265206
46862752,133265206
46875064,39930655
46875746,18737347
46898698,131603240
46902119,39930655
46918208,37046633
46926304,180330203
46938999,12029413
46944930,378002958
46951758,55133178
46962264,24087552
46974283,40184950
46981409,15057383
46987479,379861055
46987837,3936592
46989048,33197499
47008879,78830550
47011083,36168268
47031108,189535978
47052488,7650266
47073574,340259440
47074315,39930655
47124147,61643
47134889,39930655
47137342,44706521
47137816,380302583
47158328,2387207
47160436,39930655
47170569,10017908
47174397,9419684
47174785,30283594
47174960,9419684
47175069,78253263
47187480,294545484
47191075,9419684
47196271,127034950
47196432,96405474
47200180,39930655
47206840,21168927
47217640,381345645
47230845,381431546
47235306,38294216
47236322,3899061
47236883,38294216
47271360,33378245
47273654,43650529
47276607,55009
47286904,42392692
47310404,202557984
47312241,27553005
47327024,30729259
47330193,107434423
47330219,107434423
47334192,14656848
47338049,21570891
47344011,382254944
47344061,83079561
47350016,68062915
47361189,14837887
47391929,4398452
47392078,22758479
47395434,44126772
47404042,377569030
47407322,16470890
47422629,39930655
47429290,13615800
47431222,26138890
47432610,187378476
47443903,134907083
47447394,39698405
47451426,383058773
47467694,30283594
47469231,13401741
47469524,41509137
47486234,10663585
47487277,38694549
47491462,19003407
47495263,121774640
47498455,383399604
47523463,294545484
47538203,2838210
47546873,383776222
47548579,140643176
47560691,383928857
47568663,147716131
47581775,26877862
47584906,289259344
47586278,2770879
47591578,131426756
47706436,384301691
47742108,29565392
47785499,4806659
47802409,147645033
47815159,233754503
47849796,331248479
47852874,5404437
47871334,39850902
47872740,337020834
47904079,386101761
47904846,386101761
47907049,386054308
47934602,373345952
47942586,9244975
47949791,386101761
47950478,386101761
47952346,386101761
47962755,386610352
47976480,386610352
47990347,38618744
47992072,21570891
48008408,386999455
48010456,384301691
48035364,55049955
48037732,120455802
48039578,7630547
48070188,33151642
48080819,39930655
48102922,6949069
48113885,324906850
48120536,131426756
48130513,47878212
