id,hover_description
24376933,Columbia Heights Basement Studio
24402356,LOVE DC UNIT 23  [BASEMENT]
24429083,LOVE DC UNIT 31
24451819,Charming Hill East rowhouse
24466018,Charm and Comfort in Capitol Hill
24473622,"Bright, large zen studio on historic Logan Circle"
24487223,Terrific Apt in DC's Hippest Neighborhood
24493324,R Street Suites
24534127,Amazing  Apt Entire Charming One Bedroom so Clean”
24590286,Cozy  Room  Washington DC Near Metro [I]
24623980,Cozy room in a historic building.5mn walk to metro
24632346,Cozy Room Washington DC Near Metro [II]
24668757,"The Lions Roar~Sleeps 4, Walk to Zoo!"
24731528,16th Street NW Convenience
24737866,A 4 bedroom house near a metro station w/ parking
24753315,"12.Amazing room in Georgetown/German,Frnch Embassy"
24754002,"Beautiful, Sunny Dupont Circle Condo with Balcony"
24755870,"DC central location ""SABBA ROOM"""
24769658,"Rare: Modern House, 15 mins from National Mall"
24771122,The Kalorama Suite at Adams Morgan Inn
24773385,Capitol Hill - Unique Old Meets Newly Renovated
24797782,Lovely Capitol Hill Rowhouse w/Pking - Near Metro!
24810161,Suite in the City
24833451,13.Huge room with balcony in Georgetown/Embassies
24864186,Entire apartment by the German and French embassy
24936527,Georgetown townhouse apartment- spacious & bright
24942889,Chic bedroom in modern home 1 block from metro
24943100,Colorful bedroom in modern home 1 block from metro
24945114,Cozy 1 bedroom in Petworth home
24970939,"Lge Master BR w/Private Bath/Condo,Nr Homeland Sec"
25037403,"Private Rm in SW, DC, Bolling AFB/near Downtown"
25054523,Sparkling Garden Apartment near President Lincoln's Cottage
25071659,"Luxe 5BR / 3BA, 2 Blks to Capitol & Metro"
25101761,Cozy Renovated English Basement
25126483,Southern Comfort AirBnB on North Capitol St.
25162568,Family-Friendly / Subway / Rooftop Deck / AU
25212021,"Private BdRm/SW, DC/Bolling AFB/Nat Harbor nr DTwn"
25231412,Private Bedroom And Bathroom Suit. CLOSE TO METRO
25239060,★Elegant-Modern-Comfy  in D.C. Prime Location★
25280093,H Street Wonder-Capitol Hill- Plus Parking!
25348151,LOVE DC UNIT 21
25378845,"Victorian house, private one bedroom bsmt apt."
25418737,Modern Sunny getaway in DC (Couples friendly)
25475308,Awaken the Dawn Bunks&Breakfast (Capitol Hill) 2-6
25476758,Awaken the Dawn Bunks&Breakfast (Capitol Hill) 2-6
25502416,"H Street/NE Capitol Hill One Bedroom, Sleeps Four"
25571727,Huge Studio w/ Full Kitchen | W/D | Parking
25605861,Stylish Townhome in Great Location!
25625700,Master Bedroom Suite with private Bath
25742193,Walk Everywhere! Charming Adams Morgan 1 BR!
25780267,The Zen Room - near metro
25882830,Georgetown Rowhouse
25896860,Luxury 2 bedroom apartment w/ free parking
25913368,AU area garden suite separate private entrance
26004413,Kingman Park  King Bed H St | Free Parking
26117108,(Lively Spacious Central) Getaway in Bloomingdale
26133778,"Private, Clean and Spacious Trinidad Suite"
26192482,"Spacious, sunlit Studio in the heart of NoMa"
26337047,"Welcome to Bloomingdale's  ""Chez Francoise"""
26397823,Garden of Eden: Room with Private Bath by Park
26427409,"Bright Office and Suite in Deanwood, DC"
26445685,DC Townhome - Walk to Convention Center & Museums!
26452635,Serene Flat at U/14th St in Shaw on Quaint Swann
26473487,Private Room in Historic Dupont East Townhouse
26477012,Luxury PRIVATE ROOM
26561401,Capitol Hill View great area
26566778,1 BDRM @ the heart of DC
26573028,Sun Filled Studio with King Bed; Walk to Metro
26579917,Lofty DC Sanctuary at U/14th Shaw on Swann St.
26605048,"Exquisite, Modern Studio in Historic Georgetown!"
26669063,"Cozy Corner (Entire Place, private Parking)"
26669187,Brookland Gem 5 Min to Cath Uni Metro
26686977,"Cozy apartment, close to everything"
26708700,Sun Drenched Charming Guesthouse by the Aquatic Gardens
26786454,Georgetown Elegant Apartment
26812495,Well Appointed 2br/2.5 Ba Mt. Pleasant Home With Parking!
26895761,Historic Garden-Level Apartment in Eastern Market
26940356,Historic Capitol Hill Row House
26956067,"The RW, Quiet 1 Bedroom Suite (Private)"
26995160,Cozy studio in Brightwood/Takoma
27059660,Beautiful Retreat in  NW DC w/Pvt Entrance
27137715,Private Suite in Classic DC Row House
27190473,Spacious 2 Bedroom Apartment with Amazing Deck
27190553,Steps to Capitol 2BR Historic Townhouse Apartment
27205325,New Home  in the❤️of Bloomingdale
27309215,Cherry Blossom Suite in center DC! Logan /Shaw
27400526,"Perfect Unit on Amazing Block, Logan Cir./14th ST"
27466057,Georgetown House Great For Student & DC Visitor
27518177,En Suite Petite❤Apartment Feel for Room Price!
27546981,Apartment near National Mall w/ parking + laundry
27548833,"2-Welcome Intern, Medical Student, Traveling Nurse"
27566914,Historic U street Washington DC Apartment
27570172,quite cosy basement
27577456,In-Law Suite w/Prkng Near Metro & DC Attractions
27579183,"⭐ Sunny, modern & elegant in DC Prime Location ⭐"
27705648,New Capitol Hill basement studio (walk to metro)
27771577,"U StAdams Morgan, Dupont townhouse, private bath 5"
27775041,All Bunked Up! New bathroom & washer/dryer!
27812605,Dupont Cir: Metro+Patio+Pet-friendly+FASTwifi+Roku
27812793,"Dupont Circle: Metro+Pet-friendly+FASTwifi+36""Roku"
27932589,One Bdrm Luxury Condo in Vibrant DC Neighborhood
27937041,Hip DC Condo steps away from U St / Meridian Park
27991634,Washington DC convenience
28109182,Cozy Apt in Historic DC Rowhouse
28154722,DC Row home w/private apt by Rock Creek Park
28219027,"New, beautiful one-bedroom garden apartment"
28227027,★Modern 2 BR Condo 5 min to Metro 1 Stop to U St.★
28242044,"Cozy rooms for interns, students & professionals"
28253557,Adams Morgan One Bedroom Retreat
28257191,$179 February Special/5 STAR Location/2BR/Parking
28303977,"Historic private suite, 10 min walk to Georgetown"
28316665,The Red Sunset( Female Only)
28346249,DC National Archives Fully furnished one bed room
28434873,The Sunflower Room (Female Only)
28435119,Large Beautifully Maintained Furnished Palisades Home
28480971,Washington Suite #2
28493426,Very Nice Modern 2 Bedroom Apt with Outdoor Patio
28500848,Private Bedroom#3 in  Trendy Bloomingdale
28563385,Private studio Dupont Circle only 1 block to metro
28606289,Luxury Suite in the Heart of Capitol Hill
28692012,Charming Room in Fabulous Neighborhood
28737965,Sunny Capitol Hill Carriage House
28738052,DuPont Retro Chic 2BR - 3 Queen Beds
28786757,Private entrance to Capitol Hill Gem!
28790411,Private Room w/Private Bath and Walk-in Closet
28838584,Giant 3 Bedroom/4Bathroom Basement Condo- HighEnd
28897052,A Cozy Remodelled Room Hosted By Rajae.
28928881,Cute Modern 1BR Smoke-free Apartment (No Parking)
29002608,1BR apt in DC's stunning and historic Capitol Hill
29122757,"Spacious, Private, Capitol Hill Carriage House"
29151289,Gorgeous 1BR apt/Capitol Hill/Eastern Market
29162686,"The RW, Quiet 2 Bedroom Suite (Private)"
29181009,"AU Park, Sunny and Quiet"
29206059,Beautiful Large 1 Bdrm blocks from 14th Street
29216006,A Cozy room
29236747,Large 2 bdrm in the heart of Columbia Heights!
29240788,Newly renovated cozy 3 bedroom apartment
29339623,Hidden Gem w/parking No cleaning fee!
29364369,Private Bedrm#1 in Trendy Bloomingdale
29394566,"Hidden Gem@Capitol Hill, 2 Blocks to Metro"
29487241,Perfect DC Location! You'll Never Want to Leave.
29487264,Apartment near DOWNTOWN in Historic Neighborhood
29629930,Contemporary Mid Century Apt in Shaw!
29673231,UPSCALE STAY NEAR DC METRO!
29701036,The Petworth Inn - spacious & near metro w/parking
29739564,Quiet modern apartment in historic neighborhood
29802594,Renovated row home guest suite :)
29853236,"PRO-CLEAN near US Capitol, Metro & Shops"
29856280,Modern Private Apartment in Historic Home
29895484,Calvert Private Room 10 min walk to Georgetown
29896156,"Blueground | Foggy Bottom, gym, rooftop, & doorman"
29923648,Upscale 3 Bedroom Modern Georgetown Home
29942074,Cozy + Industrial Bijou Studio - PKG!
29964176,CalvertHouse Guest Room 10 min walk to Georgetown
29966209,"English Basement Suite in Petworth, Washington, DC"
30101500,# 1 Special low winter rates near White House Dup
30115570,Capitol Cove - Renovated Apartment on the Hill
30128318,Desta Stay
30178288,Beautiful newly created 1BR Apt. in best DuPont lo
30179598,Beautiful newly created 2BR Apt in great DuPont location
30185255,"Newly Renovated, Beautiful 1 BR Guest Home"
30246992,"Suite w/ parking; 8am in, 4pm checkout"
30251286,"Rooftop Dupont: Metro+Pet-friendly+FAST WiFi+40""TV"
30253483,Explore Sights of Washington from Spacious Crib
30324130,Long Term stay available Dupont & Logan - Upper L.
30325364,Cozy Georgetown Rowhouse Apt-In the Heart of town.
30377034,Books*Art* Off Street Parking
30378859,The Mid-Century Modern - 2BD/2BA in Dupont Circle
30394567,Cozy modern apt. Heart of G-Town. King bed
30395396,"Blueground | Mt Vernon, gym, nr metro & conv cnt"
30510623,Best Capitol Hill Bunks & breakfast 1-3
30557727,Best Capitol Hill Bunks & breakfast 1-4
30739175,"Heart of dtown NW, DC house w/parkng.14th & U st"
30739818,Dupont: Metro+Balcony+Pet-friendly+FAST Wi-Fi+Roku
30740961,"Dupont Circle: Metro+Pet-friendly+FASTwifi+40""Roku"
30765894,Coziest NE one bedroom basement/private bathroom.
30775571,Chic & Modern 2B condo@10mins walk Judiciary Metro
30798257,Darling Garden Apartment in Heart of Georgetown
30812242,Bright & Spacious 1BR - Basement Apartment
30824111,Affordable guest room w/ street parking
30952933,Carriage House Studio
30958606,"Quiet & bright room, 7 min walk from Metro, trail"
30981199,Walker's Paradise in Capitol Hill Apartment!
30989473,NoMa-New 1 Bedroom English Basement w/ PARKING
31016026,Stylish & Modern Apt  Shaw ~ PKING!
31016474,"Convenient, Modern Apartment near H-Street!"
31066028,❤️Insta-worthy EXPOSED BRICK- walk to EVERYTHING!
31088980,Spacious Townhouse - New Construction!
31125533,Petworth studio great space for extended stays!
31191457,Cozy & Convenient Basement 1-Bedroom Apartment
31202974,Cheerful Sunny Bedroom near Takoma Metro
31222679,Large Apartment in Charming Neighborhood
31236410,Demeter House
31241819,A home away from home (Luxury Apartment) Apt #2
31249608,Modern 3BR Near Capitol and Union Market w Parking
31281765,Bright & Beautiful House in Superb DC Neighborhood
31332079,Hill East Hideaway
31338157,Amazing Logan Circle 2bdrm Bsmt Apt/ Conv Ctr.
31384462,Cozy English basement apartment
31390865,"Bright Room,  Priv Bath, Peloton Tread +9"" Ceiling"
31421230,"Spacious Clean Lux 1BR: Rest, Work, Play, Repeat!"
31472311,Welcoming 5 BR home in Hillcrest - family friendly
31517023,"Urban retreat: Quiet, Quaint, and ""Quaran-clean""!"
31570396,Urban Oasis in DC's Trendy 14th & U St Area
31592816,Perfect Home for Four in DC! Full kitchen!
31708124,Newly Renovated 1 Bedroom - CoHi/Park View
31809354,2B/2b New Americana Retreat in the heart of D.C.!
31824956,*DC-May 5-17?  Book Adams Morgan Cozy NW 1BR!
31929526,"2 BR Duplex 1 Block To Metro w/park, WiFi, Netflix"
31953126,"Sunny Adams-Morgan studio near everything, parking"
31986507,"Family Favorite ""The Washingtonian""-Parks & Metro!"
32021833,Cozy suite self check-in & free parking in NE DC
32041730,Cathedral Charmer
32083321,"Private basement apartment, 15 minutes from Metro"
32104084,Chic Basement Studio in Historic Mount Pleasant
32151631,The Panama Room
32168514,Modern Newly Remodeled Capitol Hill Apartment
32284361,"New, Light-filled, Luxury 2-bedroom Apartment"
32308418,"Elegant Dupont Circle Townhome, kitchen LR, Pool"
32339473,Cozy 1870's Rowhouse in Logan Circle
32358982,"Heart of Dupont: Pet-friendly+40""RokuTV+FAST Wi-Fi"
32361612,Sparrow’s Nest-Historic Capitol Hill
32373883,"Blueground | Foggy Bottom, gym, pool, nr Gtown"
32387655,Tranquil
32421507,Discover Hip H St from a Classy Comfy Townhouse
32423694,Chic Modern 2BR Gem Rooftop Pool Gym Walk to metro
32447133,Charming Private Entrance Rental in AU/Tenleytown
32451420,Suite Hideaway in Petworth rowhome
32492651,"Luxe Logan Circle 2BR w/ roof deck, parking avail."
32501240,"Embassy Row,GTU,AU/Hospitals,Entire Flat-Long Term"
32515738,Perfect location in Washington DC
32521904,"RoseHill Gardens of Crestwood,  Washington, DC"
32524882,1 BR Apartment - 2 Blocks from Potomac Waterfront
32550823,Beautiful Home near The Wharf and Navy Yard
32640238,Lovely 2BR & FREE DC Streetcar to Union Station
32648943,Rowhome Stacked Units / Up & Coming / Convenience
32726582,Big Bright 1 BR at U/Shaw + 14th on Quaint Swann
32749515,Casual modern studio in trendy U street cor
32766486,"Doing it with love! Spacious, Clean and Comfy."
32787044,Lovely 1 bedroom apartment in Foxhall Village
32807714,Colorful apartment in vibrant neighborhood
32812876,Modern Two-Bedrooms Flat in Shaw - The Heart of DC
32815444,Parkview Studio
32846587,Cozy Private Room
32864907,"Blueground | Foggy Bottom, gym, roof & doorman"
32870364,Prime U-street area apartment.
32872580,"Luxurious, ideal for large groups + free parking"
32899986,Decompress in the Zen Surroundings of a Cozy Carriage House
32941255,Unique Studio with Private Patio!
33008668,Sparkling Gem on Capitol Hill
33062209,"Blueground | Mt. Vernon, fitness center & pool"
33070034,"Lovely, 1 BR in Adams Morgan! Walk Everywhere!"
33076387,Cozy on Capitol Hill Near Metro Private Entrance
33096397,#2 Winter rates near White House/dupont circle
33161628,Airy Loft in Petworth - WALK 2 Metro!
33181624,"Blueground | Penn Quarter, pool & garden, nr metro"
33188218,Sonder Callisto | Superior One-Bedroom Apartment
33189272,Sonder Callisto | Superior Two-Bedroom Apartment
33189368,Sonder Callisto | Superior Studio Apartment
33249301,Sonder Callisto | Two-Bedroom Apartment
33249537,Lux Urban Retreat★Easy access to it all!★Fast WIFI
33260758,✨Crestwood Manor - An urban oasis.✨ Free Parking 🚗
33275075,Urban Chic 4BR Perfect for Families-w/Parking!
33276776,Sojourn on Q | DuPont Circle
33277098,Sojourn on Q | DuPont Circle
33277348,Sojourn on Q | DuPont Circle
33396632,The Soleado Room
33427863,Gorgeous Row Home w/Tesla Rental Free Parking
33432778,"very quiet, clean and safe."
33453886,Private Blue Room #2/H Street Corridor
33469877,Sun-Drenched Luxury Dupont Circle Apartment
33497636,Heart of DC 3
33498604,Heart of DC 1
33498856,Heart of DC 2
33522560,"Hidden treasure, large, comfy, close to everything"
33526446,Woodsy Park Retreat in the District
33611930,07B. Excellent room 2 minutes walk to Audi Field
33633890,"Blueground | Mt Vernon, gym, w/d, 2 pools, roof"
33633909,"Blueground | Mt Vernon, gym, w/d, 2 pools, rooftop"
33718308,Sojourn on R #301
33768875,Vibrant Modern-Boho Style Home
33772102,Sojourn on 5th Unit 301
33830823,Cozy & modern apt in the heart of town King Bed
33854482,1000sf Loft Logan Shaw Convention Center
33856921,Spring Deal #3 Lg Apt Sleep 5 Guests Dupont Circle
33882534,Comfortable & Spacious 2Bedroom 1Bathroom
33911319,Luxury contemporary stylish rowhouse +free parking
33972170,"Historic 1BD Steps to Capitol, Metro & Everything"
33997170,Sojourn on R #1A
34019174,Stylish apt w/patio & free gated parking spot
34023379,2 Bedroom Condo near Logan Circle
34054492,Intern Rooms right next to the Metro station
34127376,"Long Term-Embassy Row,GTU,AU,Hospitals-Entire Flat"
34137898,Gorgeous 3BR Colonial House with a Backyard Oasis
34156122,Nice intern housing next to the metro station
34162474,"Blueground | Mt. Vernon, gym, doorman, nr metro"
34172494,Cosy DC Apt
34175841,Cozy rooms for interns 10 seconds from the metro
34176155,Good looking room 15 mins walk to shaw metro
34276846,4 Levels/3 Ba Convenient! 1 or 2 year lease!
34303124,Spacious & luxurious Penthouse@ Logan circle
34311072,*NEW* Luxurious 1 Bed/1 Bath flat in Logan Circle
34371286,Good looking room next to the petworth metro
34421531,Cozy Capitol Hill Suite ☆ On-site Parking !
34421731,"Walk to Capitol, restaurants, stores and Metro"
34422566,Trendy flat near GW University
34449825,Amazing Modern Studio in Historic Georgetown!
34473469,Modern 2 br private basement in historic row home
34510493,Modern Luxury Apt - Walk to the White House
34513377,Beautiful private room w private bathroom
34568695,Clean&Cozy English Basement
34590510,Spacious Home with Massive Yard near DC Downtown
34594785,Bpeace guest house:unit 1
34603310,"Beautiful, spacious townhome in Congress Heights"
34621475,Cozy room for professionals close to the metro
34665045,"Bright DC Apartment Convenient to H St, Train, Bus"
34859597,Capitol Hill Bedroom for Month Stays
34868238,Master Bedroom for Rent
34910014,A home away from home (Luxury Apartment) Apt #1
35068620,"Elegant room, Private Bath, Townhouse, Pool"
35153764,Amazing Historic Apartment Chevy Chase DC!
35161686,"Bright Capitol Hill, dog-friendly English Basement"
35201832,"DuPont Stylish 1BR, Near Metro, with Parking"
35225262,Great Cozy Ground level unit w/ full kitchen!
35230824,"Private Palisades suite w/parking, work space King"
35251578,Newly renovated & furnished sleep 6 condo Unit B!
35281469,Fort Dupont Studio
35309080,Cute spacious Happy place in Southeast
35316303,"Comfortable, Spacious Apartment w/Parking Pass"
35336448,"Capitol Hill - Renovated, Light 1 br/1ba Apartment"
35410098,Cozy 1 Bedroom w/ FREE off street parking
35414659,Private Two Bedroom Apartment
35419723,Modern 1br/2ba plus nursery with onsite parking
35449375,New D.C. Basement close to Everything w/Parking
35517815,"UrbanGetaway DC AU, National Cathedral, Georgetown"
35564305,Master Bedroom & Private Attached Bath
35579189,In the heart of Dupont & Logan - English basement
35640915,2 Bedroom Rowhouse with Parking in SHAW near NOMA
35679103,Capitol Hill & Eastern Market quiet private home.
35741692,Location! Eastern Market English Basement!
35764525,Comfy & Spacious
35878322,DuPont Circle/Kalorama Luxury Apartment Suite 1
35900656,"Blueground | Mt Vernon, gym & rooftop, nr metro"
35911851,*Star’s*420*Friendly*OneLoveExodus*follo@420wdcbnb
35915972,Gorgeous looking room next to the petworth metro
35944422,"Priv. basement BedRm, Bath, Entrance and Parking"
36037856,Luxury Home-DC's Best Walking Neighborhood-Parking
36038579,"H St/NoMa Private Basement Suite, Free St. Parking"
36117208,101 【Cozy Private Room in CoHi DC Sleeps 4!】
36117343,101B Cozy Shared Room in CoHi DC! (Female Only)
36117442,101F Cozy Shared Room in CoHi DC! (Female Only)
36176762,No More Looking-NOMA/H St/Union Market w/parking
36204632,"Lux in heart of DC social scene, free parking!"
36229440,DuPont Circle/Kalorama Luxury Apartment Suite 2
36257002,DuPont Circle/Kalorama Luxury Apartment Suite 3
36257592,DuPont Circle/Kalorama Luxury Apartment Suite 4
36258139,DuPont Circle/Kalorama Luxury Apartment Suite 5
36258281,"Blueground | Dupont Circle, nr Embassy Row"
36258704,DuPont Circle/Kalorama Luxury Apartment Suite 6
36259395,DuPont Circle/Kalorama Luxury Apartment Suite 7
36260091,DuPont Circle/Kalorama Luxury Apartment Studio 8
36282039,Capitol Hill Studio / Sub / Walkscore
36331667,"Blueground | Foggy Bottom, pool, nr World Bank"
36341382,Perfect for visiting Washington DC!
36348357,Comfy & Cozy w/ Master Ensuite
36351097,Comfy & Quaint w/ Private Bathroom
36356881,Entire Guest Suite in trendy Petworth w/Parking
36426562,Split level sleep 12 condo Unit A&B private doors!
36440922,Entire Home: H Street Boutique Condo
36451226,Woodberry House near Capitol Hill w/Free Parking
36512982,Slumber in Sophistication in Shaw-PKG
36519416,In-Law suite | private entrance | Navy Yard Metro
36555455,Fully Renovated Home
36608550,Sojourn on Q | DuPont Circle
36694782,The Capitol Hill Getaway
36720015,Cozy Home Away From Home!
36772403,DC Colonial King Suite
36801219,Modern and Cozy 3 Bed Carriage House with Parking!
36870710,"Blueground | Georgetown, storage, nr Montrose Park"
36909059,New Capitol Hill Garden Apartment - Lots of Light
36930675,Dupont Circle: Pet-friendly+Roku+FASTwifi+Sofa Bed
36940209,On DCs Doorstep! Family Friendly 2 bed Cap Hill Ap
37018045,Gorgeous cozy room right next to the metro
37050513,"Vibrant + Artsy - mins to NavyYard, CapHill, Dtown"
37091216,Mount Vernon Sq. Historic Victorian Carriage House
37179549,Historical Row Home steps from the Capitol
37181831,Private Lower Apartment in Historic Capitol Hill
37185264,"Capitol Hill close-in 1BR, sleeps 4, newly updated"
37212596,Spacious & Modern Apt in Historic Neighborhood
37243016,Peaceful Private Studio! Lots of Parking!
37255475,Private quiet safe apt with /Washer/Dryer
37289643,"US Capitol Private Entrance, Large Bedroom, & More"
37295012,Free Private Parking: Entire Studio
37298554,Cozy room right next to the Georgia metro
37299481,Historic Georgetown from a Bright English Basement
37303418,"Superb, Designed, Historic House in Georgetown"
37310619,"Blueground | Mt Vernon, gym rooftop, nr 14th St"
37311115,"Blueground | Georgetown, bike area, nr Waterfront"
37333237,Comfy&Chic Getaway Minutes to Navy Yard and More
37336048,H STREET HAVEN
37421005,Capitol Hill Rowhouse Suite
37431165,Comfortable Convenient BR Blocks to Capitol & More
37449471,Townhouse walk to museums/cherry blossom/ stadium
37455236,Quiet Room in Colorful DC HomePeloton+Ensuite Bath
37458898,✣ Suite Dreams on the Rox ✣ Elegant & Private
37493632,Bedroom 1 Walia-Ibex
37553007,Beautiful Park View
37553431,B&B Charm - Room 201 | Walk Dupont Circle Metro
37553551,B&B Cozy - Room 204 | Walk to Dupont Circle Metro
37553636,B&B Charm - Room 202 | Walk Dupont Circle Metro
37553802,B&B Charm - Room 303 | Walk to Dupont Circle Metro
37553887,B&B Charm - Room 401 | Walk to Dupont Circle Metro
37553952,B&B Charm - Room 403 | Walk to Dupont Circle Metro
37554297,B&B Cozy - Room 304 | Walk to Dupont Circle Metro
37593447,B&B Cozy - Room 402 | Walk to Dupont Circle Metro
37602271,Foxhall Rd NW Family Home
37721712,Cozy Studio Retreat in the Nations Capital.
37743958,1BR Walk to Everything in Upscale Kalorama
37800391,Dreamy Cap Hill Apt. near Union Station & H St.
37804001,"Entire House*Free parking, close to downtown!"
37838983,"Heart of Georgetown: Walkscore98+FAST WiFi+44""Roku"
37850686,Best Place on Cap hill/GUEST SUITE/Long Stays
37881373,Amazing Location - Close to Union Station
37889765,The White House Luxury Bunker
37916753,Merhaba Coliving: Cozy Up
37919332,"Busboys &Poets, 
Catholic University
Starbucks"
37986544,"Newly Renovated, near waterfront, MGM, monuments"
38021592,Tranquil City Oasis in Hip Area w/ Free Parking
38104114,BLOCKS to The White House & Mall \ Downtown IDEAL!
38133336,Heart Of Dupont | Metro | Walk To Georgetown
38133972,Northeast DC One Bedroom Retreat
38156682,Spacious 1BR APT | Full Kitchen | Gym | Wifi
38160741,Sojourn the 13th Street Flats
38189405,Peach Paradise @ Woodridge Abbey Bed & Breakfast
38216280,Sojourn the 13th Street Flats
38321510,Modern Capitol Hill East guest house
38385816,IDEAL GEORGETOWN STAY  \ PRIVATE PARKING!
38409028,Stylish Apt in Chic U St / Shaw Area
38478357,CapHill Oasis-Scenic Park View-FreeParking!
38646781,Upscale amenity-filled basement suite with jacuzzi
38671339,Federalist Style Rowhouse ~ BRAND NEW ~  Rustic De
38687842,Private Room in newly renovated home in DC
38698346,Union Market Garden Apartment
38711311,"Modern, cozy condo near all attractions and Metros"
38720480,Kid/Baby Friendly 2bd/2ba in DC (New Construction)
38730383,Charming English Basement blocks to Union Station
38730401,Beautifully Renovated DC Row Home
38793598,🌟Luxury guest house~2bedroom~2bathroom~Cable/Wifi
38899234,Full Bedroom 2D in #175: Columbia Heights
38902013,Brand new / renovated English Basement apartment
38915618,Stunning 2-UNIT Rental // Only STEPS Away from The White House
38944130,SPACIOUS & STYLISH✫✫ 3 UNITS ✫✫TRUE HEART of the City
39021954,Studio in city Priv bath kitchen on bus D4 D8 H st
39028125,Queen Bedroom E in #204: Columbia Heights
39058403,✣ HOME SUITE HOME On The Rox ✣ Privacy / Parking
39096388,Downtown In-Law Suite
39131912,"U Street Capsule Hostel, 6 Capsule Room Mixed"
39194624,"Georgetown Quintessentail Home, 3 BR 2 BA + office and patio"
39199879,Minimalist POP+ART Museum
39200351,Queen Bedroom 2D w/Private Bathroom in #106: Shaw
39252063,Full Bedroom A in #226: Woodley Park
39252286,Full Bedroom A w/Private Bathroom in #240
39265714,Queen Bedroom GA w/Private Bathroom in #179
39321498,Spacious & Modern Private Room in CoHi DC !
39322009,LUXURY || 2 Private Rooms in CoHi DC!!
39356964,Scandinavian Retreat in Historic Capitol Hill
39362231,Entire Basement Apartment with Private Entrance
39388806,Affordable & convenient studio close to everything
39437109,Fully  Renovated 2-Bedroom Apt in Logan Circle
39458039,"Blueground | Navy Yard, gym, doorman, nr metro"
39485961,LUXURY | 202 | Private Room CoHi DC!
39551431,"Blueground | Mt Vernon, gym, roof, w/d, nr metro"
39604044,One Bedroom Apt | Placemakr Dupont Circle
39623149,Full Bedroom A in #105: Capitol Hill
39623738,Queen Bedroom 2B in #115: Woodley Park
39642928,"Lovely Shaw Apartment - Sleeps 4, WALK to White House"
39650278,Curious Carriage House~5 Minutes From The Metro
39714576,Queen Bedroom 2B in #179: Capitol Hill
39726649,Heart of Capitol Hill - Eastern Market Beauty
39752076,"Heart of Dupont: Pet-friendly+40""RokuTV+FAST Wi-Fi"
39755135,Room in Capitol Hill 4BD across from metro
39798533,✧ Comfortable & Clean ✧ Private Studio in Serene DC Neighborhood with Responsive & Friendly Host ✧
39809926,A+ On A Street in Capitol Hill-2BR + Parking
39836531,"Michael & Robert's B&B - Langdon, Washington, DC"
39963605,Beautiful room w/ King-sized bed
40002408,Good Vibes Only SE DC.
40003333,Perfect DC stay with parking! Sanitized 100%
40029212,Classic 2BR | Furnished | Wi-Fi | Gym | Downtown
40064739,"Hidden Jewel in Washington, DC!"
40152598,"Inviting, modern K Street studio near H Street NE"
40160080,Convention Center & Metro -2 BLKS ✿ O Street Inn
40182964,Cozy private basement with 2BR and free parking
40183958,Spacious & Luxurious Penthouse @ Logan Circle/U St
40235096,Blue Oasis w/private parking close to attractions
40303292,Serenity on the Hill
40305227,"Blueground | Penn Qrtr, gym, pool, doorman"
40330483,"Cozy, Nature-Inspired Retreat - 1 mi to US Capitol"
40342072,Weed and Movies
40431665,Stylish 1 br Mt Pleasant English basement.
40464508,Centrally Located DC Apt Bloomingdale
40466225,Cozy Bedroom in Modern Townhouse
40466314,Comfortable Bedroom in Renovated Townhouse
40466323,English-style Basement Suite in D.C.
40500030,Stylish Studio in Adams Morgan/Dupont Circle
40501907,"Modern, Clean, Comfy Rowhouse Apt in Capitol Hill"
40535574,Hydeaway Bed and Breakfast - Master Bedroom
40544114,Cozy quiet apartment💕
40561900,Hydeaway Bed and Breakfast - Queen bedroom
40567873,"The View DC: Elegant, King Bed, Parking & Privacy"
40612056,Spacious 2 bed/2 bath in Dupont Circle
40612308,Queen Bedroom A in #271: Capitol Hill
40613735,"Hidden gem, 10 min to US Capitol."
40620454,Cardozo Guesthouse - Pembroke Room
40632048,Merhaba Coliving: Solitude in the City
40656549,Cardozo Guesthouse - Norwell Room
40706032,Studio Basement Apartment w/ Private Entrance
40712972,Private Suite & Roofdeck
40717616,A Homestay in One of DC's Best Neighborhoods // 4-Bedroom Petworth Townhome
40736026,Sojourn the 13th Street Flats
40746257,Full Bedroom 2C in #175: Columbia Heights
40748525,Hydeaway Bed and Breakfast - Queen Suite
40750190,Hydeaway Studio - U Street/Cardozo Metro
40779306,Upscale new apt w/ modern comforts
40783246,Private room. Free parking
40796728,"Charming 2nd Fl Retreat, Capitol Hill+1 Parking"
40897645,Apex Rooms in Washington DC
40900395,Sojourn on 19th-3
40900667,Sojourn on 19th-9
40915258,"Sunny 1 BD Apt in Chevy Chase DC, dog friendly"
40917369,Comfortable  bedroom.
40945181,"Charming, Well Equipped Tenleytown Basement Studio"
40950741,"Duo Housing, 12 Bed Mixed Dorm"
40950757,"Duo Housing, 10 Bed Mixed Dorm"
40950769,"Duo Housing, 8 Bed Mixed Dorm"
40950779,"Duo Housing, 6 Bed Mixed Dorm"
40950787,"Duo Housing, 6 Bed Private Dorm"
40950797,"Duo Housing, 4 Bed Mixed Dorm"
40950812,"Duo Housing, 2 Bed Mixed Dorm"
40950820,"Duo Housing, 2 Bed Private Suite"
40988436,Merhaba Coliving: Oasis in the City
